No.,Sample No.,NAME,SVOL [mL],CVOL [mL],DVOL [mL],AREA [ON],MEAS [ng],CONC [ng/L],Recovery [%],M. TIME,Note,
 1,8,Rinse,8.000,8.000,8.000,-0.0050,-0.5825,-72.813,-,2022/04/08 08:09:15,
 2,9,Rinse,8.000,8.000,8.000,-0.0056,-0.5831,-72.888,-,2022/04/08 08:12:44,
 3,10,SYS BLK,8.000,8.000,8.000,-0.0028,-0.5806,-72.575,-,2022/04/08 08:16:13,
 4,11,ICC,8.000,8.000,8.000,18.1974,15.5226,1940.325,-,2022/04/08 08:45:05,
 5,12,ICB,8.000,8.000,8.000,0.6063,-0.0417,-5.213,-,2022/04/08 08:48:32,
 6,13,B221301-BLK1,8.000,8.000,8.000,0.6153,-0.0337,-4.213,-,2022/04/08 08:52:01,
 7,14,B221301-CCV1,8.000,8.000,8.000,22.3080,19.1596,2394.950,-,2022/04/08 08:55:29,
 8,15,B221301-BS1@5X_Fortified Blank,8.000,8.000,8.000,18.1313,15.4641,1933.013,-,2022/04/08 08:58:58,
 9,16,TM00210-02@5X_FRMB@03-28,8.000,8.000,8.000,11.2129,9.3428,1167.850,-,2022/04/08 09:02:27,
 10,17,TM00210-02@5X_FRMB@REP,8.000,8.000,8.000,12.1804,10.1989,1274.863,-,2022/04/08 09:05:55,
 11,18,B221301-DUP1@5X_Duplicate@TM00210-02,8.000,8.000,8.000,11.1549,9.2915,1161.438,-,2022/04/08 09:09:23,
 12,19,B221301-DUP1@5X_Duplicate@REP,8.000,8.000,8.000,11.4423,9.5458,1193.225,-,2022/04/08 09:12:52,
 13,20,B221301-MS1@5X_Matrix Spike@TM00210-02,8.000,8.000,8.000,27.1895,23.4786,2934.825,-,2022/04/08 09:16:21,
 14,21,B221301-MS1@5X_Matrix Spike@REP,8.000,8.000,8.000,28.9543,25.0401,3130.012,-,2022/04/08 09:19:50,
 15,22,CCC,8.000,8.000,8.000,18.0406,15.3839,1922.988,-,2022/04/08 09:45:59,
 16,23,CCB,8.000,8.000,8.000,0.6146,-0.0343,-4.288,-,2022/04/08 09:49:26,
 17,24,B221301-MSD1@5X_Matrix Spike Dup@TM00210-02,8.000,8.000,8.000,28.7852,24.8905,3111.313,-,2022/04/08 09:52:54,
 18,25,B221301-MSD1@5X_Matrix Spike Dup@REP,8.000,8.000,8.000,22.9548,19.7319,2466.488,-,2022/04/08 09:56:22,
 19,26,ms1,8.000,8.000,8.000,27.2312,23.5155,2939.438,-,2022/04/08 09:59:50,accidently pipetted in a ms instead of 
 20,27,TM00211-01@5X_FRMC@REP,8.000,8.000,8.000,7.7625,6.2900,786.250,-,2022/04/08 10:03:18,
 21,28,TM00211-01@5X_FRMC@REP2,8.000,8.000,8.000,6.4472,5.1262,640.775,-,2022/04/08 10:06:44,
 22,29,TM00210-01@5X_FRMC@03-28,8.000,8.000,8.000,8.5937,7.0254,878.175,-,2022/04/08 10:10:13,
 23,30,TM00210-01@5X_FRMC@REP,8.000,8.000,8.000,9.3586,7.7022,962.775,-,2022/04/08 10:13:42,
 24,31,TM00210-01@5X_FRMC@REP2,8.000,8.000,8.000,8.3946,6.8493,856.163,-,2022/04/08 10:17:09,
 25,32,CCC,8.000,8.000,8.000,18.5756,15.8572,1982.150,-,2022/04/08 10:20:37,
 26,33,CCB,8.000,8.000,8.000,0.6256,-0.0246,-3.075,-,2022/04/08 10:24:05,
 27,34,WQ00105-01@MDL Metals (Solid)@04-04,8.000,8.000,8.000,1.0242,0.3281,41.013,-,2022/04/08 10:27:32,
 28,35,WQ00105-01@MDL Metals (Solid)@REP,8.000,8.000,8.000,1.0193,0.3237,40.462,-,2022/04/08 10:31:57,
 29,36,WQ00105-01@MDL Metals (Solid)@REP2,8.000,8.000,8.000,1.0628,0.3622,45.275,-,2022/04/08 10:35:25,
 30,37,WQ00105-02@MDL Metals (Solid)@04-04,8.000,8.000,8.000,1.0700,0.3686,46.075,-,2022/04/08 10:38:54,
 31,38,WQ00105-02@MDL Metals (Solid)@REP,8.000,8.000,8.000,1.0232,0.3272,40.900,-,2022/04/08 10:42:22,
 32,39,WQ00105-02@MDL Metals (Solid)@REP2,8.000,8.000,8.000,0.9995,0.3062,38.275,-,2022/04/08 10:45:49,
 33,42,TM00211-01@5X_FRMC@03-28,8.000,8.000,8.000,7.6935,6.2289,778.612,-,2022/04/08 10:49:18,
 34,43,confTM00211-01@5X_FRMC@03-28,8.000,8.000,8.000,7.3862,5.9571,744.638,-,2022/04/08 11:06:57,
 35,40,CCC,8.000,8.000,8.000,18.1331,15.4657,1933.213,-,2022/04/08 11:16:01,
 36,41,CCB,8.000,8.000,8.000,0.6207,-0.0289,-3.613,-,2022/04/08 11:19:30,
