No.,Sample No.,NAME,SVOL [mL],CVOL [mL],DVOL [mL],AREA [ON],MEAS [ng],CONC [ng/L],Recovery [%],M. TIME,Note,
 1,7,Rinse,5.000,5.000,5.000,-0.0070,-0.1490,-29.800,-,2023/01/25 06:32:51,
 2,8,Rinse,5.000,5.000,5.000,-0.0051,-0.1473,-29.460,-,2023/01/25 06:36:20,
 3,9,SYS BLK,5.000,5.000,5.000,-0.0030,-0.1455,-29.100,-,2023/01/25 06:39:49,
 4,10,ICC,5.000,5.000,5.000,0.7358,0.4902,98.040,-,2023/01/25 07:52:32,
 5,11,ICB,5.000,5.000,5.000,0.1680,0.0016,0.320,-,2023/01/25 07:56:01,
 6,12,B230253-BLK1,5.000,5.000,5.000,0.1682,0.0018,0.360,-,2023/01/25 07:59:30,
 7,13,B230253-CCV1,5.000,5.000,5.000,1.3458,1.0152,203.040,-,2023/01/25 08:02:59,
 8,14,B230253-BS1,5.000,5.000,5.000,2.4937,2.0030,400.600,-,2023/01/25 08:06:26,
 9,15,TM00277-01RE1@BFPKG@01-11,5.000,5.000,5.000,1.3986,1.0606,212.120,-,2023/01/25 08:11:04,
 10,16,TM00277-01RE1@BFPKG@REP,5.000,5.000,5.000,0.9348,0.6615,132.300,-,2023/01/25 08:14:33,
 11,17,TM00277-01RE1@BFPKG@REP2,5.000,5.000,5.000,1.0881,0.7934,158.680,-,2023/01/25 08:18:02,
 12,18,B230253-DUP1@TM00277-01RE1,5.000,5.000,5.000,0.9883,0.7075,141.500,-,2023/01/25 08:21:31,
 13,19,B230253-DUP1@REP,5.000,5.000,5.000,1.0731,0.7805,156.100,-,2023/01/25 08:25:00,
 14,20,B230253-DUP1@REP2,5.000,5.000,5.000,1.4884,1.1379,227.580,-,2023/01/25 08:28:29,
 15,21,CCC,5.000,5.000,5.000,0.7532,0.5052,101.040,-,2023/01/25 08:31:58,
 16,22,CCB,5.000,5.000,5.000,0.1672,0.0009,0.180,-,2023/01/25 08:35:26,
 17,23,B230253-MS1@TM00277-01RE1,5.000,5.000,5.000,3.2495,2.6533,530.660,-,2023/01/25 08:38:53,
 18,24,B230253-MS1@REP,5.000,5.000,5.000,3.1863,2.5990,519.800,-,2023/01/25 08:42:22,
 19,25,B230253-MS1@REP2,5.000,5.000,5.000,3.1330,2.5531,510.620,-,2023/01/25 08:45:50,
 20,26,B230253-MSD1@TM00277-01RE1,5.000,5.000,5.000,6.7546,5.6696,1133.920,-,2023/01/25 08:49:18,
 21,27,B230253-MSD1@REP,5.000,5.000,5.000,3.6609,3.0074,601.480,-,2023/01/25 08:52:46,
 22,28,B230253-MSD1@REP2,5.000,5.000,5.000,3.8610,3.1796,635.920,-,2023/01/25 08:56:15,
 23,29,WQ00148-05@MDL Metals (Solid)@01-04,5.000,5.000,5.000,0.4648,0.2570,51.400,-,2023/01/25 08:59:44,
 24,30,WQ00148-05@MDL Metals (Solid)@REP,5.000,5.000,5.000,0.4632,0.2557,51.140,-,2023/01/25 09:03:10,
 25,31,WQ00148-05@MDL Metals (Solid)@REP2,5.000,5.000,5.000,0.4725,0.2637,52.740,-,2023/01/25 09:06:39,
 26,32,CCC,5.000,5.000,5.000,0.7617,0.5125,102.500,-,2023/01/25 09:10:08,
 27,33,CCB,5.000,5.000,5.000,0.1730,0.0059,1.180,-,2023/01/25 09:13:35,
 28,34,WQ00148-06@MDL Metals (Solid)@01-04,5.000,5.000,5.000,0.4586,0.2517,50.340,-,2023/01/25 09:17:03,
 29,35,WQ00148-06@MDL Metals (Solid)@REP,5.000,5.000,5.000,0.4609,0.2537,50.740,-,2023/01/25 09:20:32,
 30,36,WQ00148-06@MDL Metals (Solid)@REP2,5.000,5.000,5.000,0.4670,0.2589,51.780,-,2023/01/25 09:23:58,
 31,37,WQ00148-07@MDL Metals (Solid)@01-04,5.000,5.000,5.000,0.4745,0.2654,53.080,-,2023/01/25 09:27:26,
 32,38,WQ00148-07@MDL Metals (Solid)@REP,5.000,5.000,5.000,0.4736,0.2646,52.920,-,2023/01/25 09:30:54,
 33,39,WQ00148-07@MDL Metals (Solid)@REP2,5.000,5.000,5.000,0.4602,0.2531,50.620,-,2023/01/25 09:34:22,
 34,40,B230253-BLK2,5.000,5.000,5.000,0.1719,0.0050,1.000,-,2023/01/25 09:37:50,
 35,41,B230253-BLK3,5.000,5.000,5.000,0.1637,-0.0021,-0.420,-,2023/01/25 09:41:18,
 36,42,CCC,5.000,5.000,5.000,0.7514,0.5037,100.740,-,2023/01/25 09:47:59,
 37,43,CCB,5.000,5.000,5.000,0.1690,0.0025,0.500,-,2023/01/25 09:51:27,
