No.,Sample No.,NAME,SVOL [mL],CVOL [mL],DVOL [mL],AREA [ON],MEAS [ng],CONC [ng/L],Recovery [%],M. TIME,Note,
 1,8,Rinse,8.000,8.000,8.000,-0.0054,-0.5538,-69.225,-,2022/05/19 06:29:08,
 2,9,Rinse,8.000,8.000,8.000,-0.0072,-0.5553,-69.412,-,2022/05/19 06:32:37,
 3,10,SYS BLK,8.000,8.000,8.000,-0.0046,-0.5531,-69.138,-,2022/05/19 06:36:05,
 4,11,ICC,8.000,8.000,8.000,18.6625,15.5386,1942.325,-,2022/05/19 08:24:45,
 5,12,ICB,8.000,8.000,8.000,0.6091,-0.0241,-3.013,-,2022/05/19 08:28:14,
 6,13,B221875-BLK1,8.000,8.000,8.000,0.6170,-0.0172,-2.150,-,2022/05/19 08:31:43,
 7,14,B221875-CCV1,8.000,8.000,8.000,23.5893,19.7856,2473.200,-,2022/05/19 08:35:12,
 8,15,B221875-BS1@5X_Fortified Blank,8.000,8.000,8.000,18.2550,15.1873,1898.412,-,2022/05/19 08:44:50,
 9,17,NP00041-03@5X_CNSDS@REP,8.000,8.000,8.000,3.8041,2.7301,341.262,-,2022/05/19 08:48:19,
 10,18,B221875-DUP1@5X_Duplicate@NP00041-03,8.000,8.000,8.000,5.2744,3.9976,499.700,-,2022/05/19 08:51:48,
 11,19,B221875-DUP1@5X_Duplicate@REP,8.000,8.000,8.000,3.2154,2.2227,277.837,-,2022/05/19 08:55:15,
 12,16,NP00041-03@5X_CNSDS,8.000,8.000,8.000,3.3381,2.3284,291.050,-,2022/05/19 09:15:48,
 13,21,CCC,8.000,8.000,8.000,18.5350,15.4287,1928.588,-,2022/05/19 09:24:06,
 14,22,CCB,8.000,8.000,8.000,0.6522,0.0131,1.638,-,2022/05/19 09:27:34,
 15,23,B221875-MS1@5X_Matrix Spike@NP00041-03,8.000,8.000,8.000,20.4924,17.1160,2139.500,-,2022/05/19 09:31:02,
 16,24,B221875-MS1@5X_Matrix Spike@REP,8.000,8.000,8.000,17.2852,14.3513,1793.912,-,2022/05/19 09:34:29,
 17,25,B221875-MSD1@5X_Matrix Spike Dup@NP00041-03,8.000,8.000,8.000,19.9714,16.6669,2083.363,-,2022/05/19 09:37:58,
 18,26,B221875-MSD1@5X_Matrix Spike Dup@REP,8.000,8.000,8.000,20.3331,16.9787,2122.338,-,2022/05/19 09:41:27,
 19,27,NP00041-06@5X_CNSDS@05-04,8.000,8.000,8.000,2.8594,1.9158,239.475,-,2022/05/19 09:44:55,
 20,28,NP00041-06@5X_CNSDS@REP,8.000,8.000,8.000,2.9121,1.9612,245.150,-,2022/05/19 09:48:23,
 21,29,NP00041-06@5X_CNSDS@REP2,8.000,8.000,8.000,2.8819,1.9352,241.900,-,2022/05/19 09:51:51,
 22,30,CCC,8.000,8.000,8.000,18.9187,15.7594,1969.925,-,2022/05/19 09:55:19,
 23,31,CCB,8.000,8.000,8.000,0.6545,0.0151,1.888,-,2022/05/19 09:58:46,
 24,32,NP00041-10@5X_CNSDS@05-05,8.000,8.000,8.000,2.4266,1.5427,192.838,-,2022/05/19 10:02:14,
 25,33,NP00041-10@5X_CNSDS@REP,8.000,8.000,8.000,3.0670,2.0947,261.837,-,2022/05/19 10:05:42,
 26,34,NP00041-10@5X_CNSDS@REP2,8.000,8.000,8.000,2.9838,2.0230,252.875,-,2022/05/19 10:09:10,
 27,35,TM00221-01@5X_BFPK@05-11,8.000,8.000,8.000,10.6068,8.5943,1074.287,-,2022/05/19 10:12:39,
 28,36,TM00221-01@5X_BFPK@REP,8.000,8.000,8.000,8.9540,7.1695,896.188,-,2022/05/19 10:16:08,
 29,37,TM00221-01@5X_BFPK@REP2,8.000,8.000,8.000,6.9363,5.4302,678.775,-,2022/05/19 10:19:36,
 30,38,CCC,8.000,8.000,8.000,18.7489,15.6131,1951.638,-,2022/05/19 10:40:31,
 31,39,CCB,8.000,8.000,8.000,0.6713,0.0296,3.700,-,2022/05/19 10:43:59,
